LECROYWP740Zi,47836,Waveform,
Segments,1,SegmentSize,4002
Segment,TrigTime,TimeSinceSegment1,
#1,3/1/2007 6:05,0,
Time,Ch1,Ch2,
Second,Value,Value,
4.06E-08,-0.675798,-0.675798,
4.06E-08,-0.672191,-0.672191,
4.06E-08,-0.666809,-0.666809,
4.06E-08,-0.661149,-0.661149,
4.07E-08,-0.657043,-0.657043,
4.07E-08,-0.655767,-0.655767,
4.07E-08,-0.657737,-0.657737,
4.07E-08,-0.662037,-0.662037,
4.08E-08,-0.666892,-0.666892,
4.08E-08,-0.670194,-0.670194,
4.08E-08,-0.670582,-0.670582,
4.08E-08,-0.667919,-0.667919,
4.09E-08,-0.663397,-0.663397,
4.09E-08,-0.65918,-0.65918,
4.09E-08,-0.657349,-0.657349,
4.09E-08,-0.659013,-0.659013,
4.10E-08,-0.663619,-0.663619,
4.10E-08,-0.669334,-0.669334,
4.10E-08,-0.673662,-0.673662,
4.10E-08,-0.67466,-0.67466,
4.11E-08,-0.671775,-0.671775,
4.11E-08,-0.666088,-0.666088,
4.11E-08,-0.65979,-0.65979,
4.11E-08,-0.655129,-0.655129,
4.12E-08,-0.653437,-0.653437,
4.12E-08,-0.654713,-0.654713,
4.12E-08,-0.657737,-0.657737,
4.12E-08,-0.660983,-0.660983,
4.13E-08,-0.663286,-0.663286,
4.13E-08,-0.664229,-0.664229,
4.13E-08,-0.664035,-0.664035,
4.13E-08,-0.663258,-0.663258,
4.14E-08,-0.662176,-0.662176,
4.14E-08,-0.6609,-0.6609,
4.14E-08,-0.659374,-0.659374,
4.14E-08,-0.65782,-0.65782,
4.15E-08,-0.656627,-0.656627,
4.15E-08,-0.656461,-0.656461,
4.15E-08,-0.657626,-0.657626,
4.15E-08,-0.659956,-0.659956,
4.16E-08,-0.662759,-0.662759,
4.16E-08,-0.665034,-0.665034,
4.16E-08,-0.665783,-0.665783,
4.16E-08,-0.664562,-0.664562,
4.17E-08,-0.661538,-0.661538,
4.17E-08,-0.657515,-0.657515,
4.17E-08,-0.653492,-0.653492,
4.17E-08,-0.650496,-0.650496,
4.18E-08,-0.649026,-0.649026,
4.18E-08,-0.649053,-0.649053,
4.18E-08,-0.65008,-0.65008,
4.18E-08,-0.651384,-0.651384,
4.19E-08,-0.652327,-0.652327,
4.19E-08,-0.652577,-0.652577,
4.19E-08,-0.652077,-0.652077,
4.19E-08,-0.650968,-0.650968,
4.20E-08,-0.649525,-0.649525,
4.20E-08,-0.648082,-0.648082,
4.20E-08,-0.646806,-0.646806,
4.20E-08,-0.645863,-0.645863,
4.21E-08,-0.645253,-0.645253,
4.21E-08,-0.645003,-0.645003,
4.21E-08,-0.645058,-0.645058,
4.21E-08,-0.645364,-0.645364,
4.22E-08,-0.645613,-0.645613,
4.22E-08,-0.645585,-0.645585,
4.22E-08,-0.644892,-0.644892,
4.22E-08,-0.643505,-0.643505,
4.23E-08,-0.641535,-0.641535,
4.23E-08,-0.639371,-0.639371,
4.23E-08,-0.637679,-0.637679,
4.23E-08,-0.636902,-0.636902,
4.24E-08,-0.637429,-0.637429,
4.24E-08,-0.639316,-0.639316,
4.24E-08,-0.642118,-0.642118,
4.24E-08,-0.645253,-0.645253,
4.25E-08,-0.647888,-0.647888,
4.25E-08,-0.649275,-0.649275,
4.25E-08,-0.648859,-0.648859,
4.25E-08,-0.646557,-0.646557,
4.26E-08,-0.642645,-0.642645,
4.26E-08,-0.63779,-0.63779,
4.26E-08,-0.632824,-0.632824,
4.26E-08,-0.628662,-0.628662,
4.27E-08,-0.625971,-0.625971,
4.27E-08,-0.625028,-0.625028,
4.27E-08,-0.625694,-0.625694,
4.27E-08,-0.627386,-0.627386,
4.28E-08,-0.629272,-0.629272,
4.28E-08,-0.630521,-0.630521,
4.28E-08,-0.630632,-0.630632,
4.28E-08,-0.629522,-0.629522,
4.29E-08,-0.627552,-0.627552,
4.29E-08,-0.625277,-0.625277,
4.29E-08,-0.623058,-0.623058,
4.29E-08,-0.620949,-0.620949,
4.30E-08,-0.618675,-0.618675,
4.30E-08,-0.6159,-0.6159,
4.30E-08,-0.612737,-0.612737,
4.30E-08,-0.609741,-0.609741,
4.31E-08,-0.607771,-0.607771,
4.31E-08,-0.607494,-0.607494,
4.31E-08,-0.608964,-0.608964,
4.31E-08,-0.611517,-0.611517,
4.32E-08,-0.614014,-0.614014,
4.32E-08,-0.615484,-0.615484,
4.32E-08,-0.615484,-0.615484,
4.32E-08,-0.614402,-0.614402,
4.33E-08,-0.613126,-0.613126,
4.33E-08,-0.612432,-0.612432,
4.33E-08,-0.61271,-0.61271,
4.33E-08,-0.613764,-0.613764,
4.34E-08,-0.614929,-0.614929,
4.34E-08,-0.615456,-0.615456,
4.34E-08,-0.614985,-0.614985,
4.34E-08,-0.613598,-0.613598,
4.35E-08,-0.611905,-0.611905,
4.35E-08,-0.61074,-0.61074,
4.35E-08,-0.610879,-0.610879,
4.35E-08,-0.612682,-0.612682,
4.36E-08,-0.615817,-0.615817,
4.36E-08,-0.619479,-0.619479,
4.36E-08,-0.622503,-0.622503,
4.36E-08,-0.62414,-0.62414,
4.37E-08,-0.624223,-0.624223,
4.37E-08,-0.623169,-0.623169,
4.37E-08,-0.621837,-0.621837,
4.37E-08,-0.620672,-0.620672,
4.38E-08,-0.619701,-0.619701,
4.38E-08,-0.618314,-0.618314,
4.38E-08,-0.615595,-0.615595,
4.38E-08,-0.611212,-0.611212,
4.39E-08,-0.605552,-0.605552,
4.39E-08,-0.599892,-0.599892,
4.39E-08,-0.595814,-0.595814,
4.39E-08,-0.594677,-0.594677,
4.40E-08,-0.596896,-0.596896,
4.40E-08,-0.601945,-0.601945,
4.40E-08,-0.608271,-0.608271,
4.40E-08,-0.614125,-0.614125,
4.41E-08,-0.617925,-0.617925,
4.41E-08,-0.619035,-0.619035,
4.41E-08,-0.617731,-0.617731,
4.41E-08,-0.61529,-0.61529,
4.42E-08,-0.613209,-0.613209,
4.42E-08,-0.612682,-0.612682,
4.42E-08,-0.614125,-0.614125,
4.42E-08,-0.616788,-0.616788,
4.43E-08,-0.619424,-0.619424,
4.43E-08,-0.620811,-0.620811,
4.43E-08,-0.6202,-0.6202,
4.43E-08,-0.617704,-0.617704,
4.44E-08,-0.61418,-0.61418,
4.44E-08,-0.610823,-0.610823,
4.44E-08,-0.608715,-0.608715,
4.44E-08,-0.608493,-0.608493,
4.45E-08,-0.610157,-0.610157,
4.45E-08,-0.613209,-0.613209,
4.45E-08,-0.616899,-0.616899,
4.45E-08,-0.620367,-0.620367,
4.46E-08,-0.62303,-0.62303,
4.46E-08,-0.624501,-0.624501,
4.46E-08,-0.624528,-0.624528,
4.46E-08,-0.623141,-0.623141,
4.47E-08,-0.620478,-0.620478,
4.47E-08,-0.616788,-0.616788,
4.47E-08,-0.61271,-0.61271,
4.47E-08,-0.609075,-0.609075,
4.48E-08,-0.606911,-0.606911,
4.48E-08,-0.607106,-0.607106,
4.48E-08,-0.609991,-0.609991,
4.48E-08,-0.615262,-0.615262,
4.49E-08,-0.62181,-0.62181,
4.49E-08,-0.628024,-0.628024,
4.49E-08,-0.632296,-0.632296,
4.49E-08,-0.633684,-0.633684,
4.50E-08,-0.632102,-0.632102,
4.50E-08,-0.628274,-0.628274,
4.50E-08,-0.623335,-0.623335,
4.50E-08,-0.618591,-0.618591,
4.51E-08,-0.614901,-0.614901,
4.51E-08,-0.612793,-0.612793,
4.51E-08,-0.612321,-0.612321,
4.51E-08,-0.613265,-0.613265,
4.52E-08,-0.615151,-0.615151,
4.52E-08,-0.617426,-0.617426,
4.52E-08,-0.619535,-0.619535,
4.52E-08,-0.62106,-0.62106,
4.53E-08,-0.62181,-0.62181,
4.53E-08,-0.621837,-0.621837,
4.53E-08,-0.621199,-0.621199,
4.53E-08,-0.620062,-0.620062,
4.54E-08,-0.618425,-0.618425,
4.54E-08,-0.616178,-0.616178,
4.54E-08,-0.613181,-0.613181,
4.54E-08,-0.609436,-0.609436,
4.55E-08,-0.605358,-0.605358,
4.55E-08,-0.601612,-0.601612,
4.55E-08,-0.598977,-0.598977,
4.55E-08,-0.598145,-0.598145,
4.56E-08,-0.599254,-0.599254,
4.56E-08,-0.601834,-0.601834,
4.56E-08,-0.605108,-0.605108,
4.56E-08,-0.608021,-0.608021,
4.57E-08,-0.609686,-0.609686,
4.57E-08,-0.609741,-0.609741,
4.57E-08,-0.608215,-0.608215,
4.57E-08,-0.605386,-0.605386,
4.58E-08,-0.601557,-0.601557,
4.58E-08,-0.597007,-0.597007,
4.58E-08,-0.591986,-0.591986,
4.58E-08,-0.586825,-0.586825,
4.59E-08,-0.582026,-0.582026,
4.59E-08,-0.578169,-0.578169,
4.59E-08,-0.575811,-0.575811,
4.59E-08,-0.575201,-0.575201,
4.60E-08,-0.576283,-0.576283,
4.60E-08,-0.578807,-0.578807,
4.60E-08,-0.582386,-0.582386,
4.60E-08,-0.586576,-0.586576,
4.61E-08,-0.590987,-0.590987,
4.61E-08,-0.595037,-0.595037,
4.61E-08,-0.598089,-0.598089,
4.61E-08,-0.599365,-0.599365,
4.62E-08,-0.59845,-0.59845,
4.62E-08,-0.59537,-0.59537,
4.62E-08,-0.590626,-0.590626,
4.62E-08,-0.585383,-0.585383,
4.63E-08,-0.580971,-0.580971,
4.63E-08,-0.578475,-0.578475,
4.63E-08,-0.578336,-0.578336,
4.63E-08,-0.580361,-0.580361,
4.64E-08,-0.583884,-0.583884,
4.64E-08,-0.58824,-0.58824,
4.64E-08,-0.592846,-0.592846,
4.64E-08,-0.59759,-0.59759,
4.65E-08,-0.602362,-0.602362,
4.65E-08,-0.606884,-0.606884,
4.65E-08,-0.610435,-0.610435,
4.65E-08,-0.612016,-0.612016,
4.66E-08,-0.610823,-0.610823,
4.66E-08,-0.606828,-0.606828,
4.66E-08,-0.601141,-0.601141,
4.66E-08,-0.595703,-0.595703,
4.67E-08,-0.592651,-0.592651,
4.67E-08,-0.593317,-0.593317,
4.67E-08,-0.597451,-0.597451,
4.67E-08,-0.603499,-0.603499,
4.68E-08,-0.60902,-0.60902,
4.68E-08,-0.611877,-0.611877,
4.68E-08,-0.61099,-0.61099,
4.68E-08,-0.606717,-0.606717,
4.69E-08,-0.600669,-0.600669,
4.69E-08,-0.594732,-0.594732,
4.69E-08,-0.590349,-0.590349,
4.69E-08,-0.587963,-0.587963,
4.70E-08,-0.587214,-0.587214,
4.70E-08,-0.587214,-0.587214,
4.70E-08,-0.586964,-0.586964,
4.70E-08,-0.585938,-0.585938,
4.71E-08,-0.584245,-0.584245,
4.71E-08,-0.582331,-0.582331,
4.71E-08,-0.580833,-0.580833,
4.71E-08,-0.580222,-0.580222,
4.72E-08,-0.5805,-0.5805,
4.72E-08,-0.581388,-0.581388,
4.72E-08,-0.582275,-0.582275,
4.72E-08,-0.58283,-0.58283,
4.73E-08,-0.583052,-0.583052,
4.73E-08,-0.583357,-0.583357,
4.73E-08,-0.584328,-0.584328,
4.73E-08,-0.586409,-0.586409,
4.74E-08,-0.589544,-0.589544,
4.74E-08,-0.59304,-0.59304,
4.74E-08,-0.595842,-0.595842,
4.74E-08,-0.596813,-0.596813,
4.75E-08,-0.595453,-0.595453,
4.75E-08,-0.592041,-0.592041,
4.75E-08,-0.587713,-0.587713,
4.75E-08,-0.58419,-0.58419,
4.76E-08,-0.58308,-0.58308,
4.76E-08,-0.585244,-0.585244,
4.76E-08,-0.590404,-0.590404,
4.76E-08,-0.597395,-0.597395,
4.77E-08,-0.604498,-0.604498,
4.77E-08,-0.610324,-0.610324,
4.77E-08,-0.613986,-0.613986,
4.77E-08,-0.615429,-0.615429,
4.78E-08,-0.615151,-0.615151,
4.78E-08,-0.613736,-0.613736,
4.78E-08,-0.611572,-0.611572,
4.78E-08,-0.608687,-0.608687,
4.79E-08,-0.605247,-0.605247,
4.79E-08,-0.60139,-0.60139,
4.79E-08,-0.597701,-0.597701,
4.79E-08,-0.594926,-0.594926,
4.80E-08,-0.59365,-0.59365,
4.80E-08,-0.594177,-0.594177,
4.80E-08,-0.596119,-0.596119,
4.80E-08,-0.598588,-0.598588,
4.81E-08,-0.600614,-0.600614,
4.81E-08,-0.601224,-0.601224,
4.81E-08,-0.599976,-0.599976,
4.81E-08,-0.597284,-0.597284,
4.82E-08,-0.594039,-0.594039,
4.82E-08,-0.591569,-0.591569,
4.82E-08,-0.590987,-0.590987,
4.82E-08,-0.59279,-0.59279,
4.83E-08,-0.596535,-0.596535,
4.83E-08,-0.601002,-0.601002,
4.83E-08,-0.604415,-0.604415,
4.83E-08,-0.605469,-0.605469,
4.84E-08,-0.603721,-0.603721,
4.84E-08,-0.600031,-0.600031,
4.84E-08,-0.596203,-0.596203,
4.84E-08,-0.594205,-0.594205,
4.85E-08,-0.595537,-0.595537,
4.85E-08,-0.600419,-0.600419,
4.85E-08,-0.607494,-0.607494,
4.85E-08,-0.614485,-0.614485,
4.86E-08,-0.619118,-0.619118,
4.86E-08,-0.619867,-0.619867,
4.86E-08,-0.616871,-0.616871,
4.86E-08,-0.6116,-0.6116,
4.87E-08,-0.606357,-0.606357,
4.87E-08,-0.603249,-0.603249,
4.87E-08,-0.603249,-0.603249,
4.87E-08,-0.605968,-0.605968,
4.88E-08,-0.609935,-0.609935,
4.88E-08,-0.61332,-0.61332,
4.88E-08,-0.61479,-0.61479,
4.88E-08,-0.614069,-0.614069,
4.89E-08,-0.611794,-0.611794,
4.89E-08,-0.609075,-0.609075,
4.89E-08,-0.606717,-0.606717,
4.89E-08,-0.604942,-0.604942,
4.90E-08,-0.603277,-0.603277,
4.90E-08,-0.60103,-0.60103,
4.90E-08,-0.597867,-0.597867,
4.90E-08,-0.594011,-0.594011,
4.91E-08,-0.59021,-0.59021,
4.91E-08,-0.587186,-0.587186,
4.91E-08,-0.585466,-0.585466,
4.91E-08,-0.584745,-0.584745,
4.92E-08,-0.584328,-0.584328,
4.92E-08,-0.583385,-0.583385,
4.92E-08,-0.581277,-0.581277,
4.92E-08,-0.578058,-0.578058,
4.93E-08,-0.574507,-0.574507,
4.93E-08,-0.571788,-0.571788,
4.93E-08,-0.570817,-0.570817,
4.93E-08,-0.571955,-0.571955,
4.94E-08,-0.574701,-0.574701,
4.94E-08,-0.577892,-0.577892,
4.94E-08,-0.58,-0.58,
4.94E-08,-0.579889,-0.579889,
4.95E-08,-0.577087,-0.577087,
4.95E-08,-0.572205,-0.572205,
4.95E-08,-0.566573,-0.566573,
4.95E-08,-0.561801,-0.561801,
4.96E-08,-0.55911,-0.55911,
4.96E-08,-0.559054,-0.559054,
4.96E-08,-0.56108,-0.56108,
4.96E-08,-0.564076,-0.564076,
4.97E-08,-0.566656,-0.566656,
4.97E-08,-0.567904,-0.567904,
4.97E-08,-0.56746,-0.56746,
4.97E-08,-0.565657,-0.565657,
4.98E-08,-0.56316,-0.56316,
4.98E-08,-0.560691,-0.560691,
4.98E-08,-0.558444,-0.558444,
4.98E-08,-0.556308,-0.556308,
4.99E-08,-0.55395,-0.55395,
4.99E-08,-0.551286,-0.551286,
4.99E-08,-0.548595,-0.548595,
4.99E-08,-0.546514,-0.546514,
5.00E-08,-0.545738,-0.545738,
5.00E-08,-0.546542,-0.546542,
5.00E-08,-0.54854,-0.54854,
5.00E-08,-0.550787,-0.550787,
5.01E-08,-0.552118,-0.552118,
5.01E-08,-0.551813,-0.551813,
5.01E-08,-0.54976,-0.54976,
5.01E-08,-0.546542,-0.546542,
5.02E-08,-0.543074,-0.543074,
5.02E-08,-0.540106,-0.540106,
5.02E-08,-0.538136,-0.538136,
5.02E-08,-0.536943,-0.536943,
5.03E-08,-0.536111,-0.536111,
5.03E-08,-0.535029,-0.535029,
5.03E-08,-0.533475,-0.533475,
5.03E-08,-0.531588,-0.531588,
5.04E-08,-0.529757,-0.529757,
5.04E-08,-0.528703,-0.528703,
5.04E-08,-0.529008,-0.529008,
5.04E-08,-0.530812,-0.530812,
5.05E-08,-0.53378,-0.53378,
5.05E-08,-0.536943,-0.536943,
5.05E-08,-0.539135,-0.539135,
5.05E-08,-0.539107,-0.539107,
5.06E-08,-0.536333,-0.536333,
5.06E-08,-0.531089,-0.531089,
5.06E-08,-0.524653,-0.524653,
5.06E-08,-0.518854,-0.518854,
5.07E-08,-0.515414,-0.515414,
5.07E-08,-0.515275,-0.515275,
5.07E-08,-0.518244,-0.518244,
5.07E-08,-0.523044,-0.523044,
5.08E-08,-0.527677,-0.527677,
5.08E-08,-0.530451,-0.530451,
5.08E-08,-0.530534,-0.530534,
5.08E-08,-0.528232,-0.528232,
5.09E-08,-0.524764,-0.524764,
5.09E-08,-0.521601,-0.521601,
5.09E-08,-0.519825,-0.519825,
5.09E-08,-0.519714,-0.519714,
5.10E-08,-0.520685,-0.520685,
5.10E-08,-0.521795,-0.521795,
5.10E-08,-0.522128,-0.522128,
5.10E-08,-0.521296,-0.521296,
5.11E-08,-0.519465,-0.519465,
5.11E-08,-0.517273,-0.517273,
5.11E-08,-0.515359,-0.515359,
5.11E-08,-0.514221,-0.514221,
5.12E-08,-0.513833,-0.513833,
5.12E-08,-0.513916,-0.513916,
5.12E-08,-0.51411,-0.51411,
5.12E-08,-0.514221,-0.514221,
5.13E-08,-0.514249,-0.514249,
5.13E-08,-0.514304,-0.514304,
5.13E-08,-0.514193,-0.514193,
5.13E-08,-0.513639,-0.513639,
5.14E-08,-0.512279,-0.512279,
5.14E-08,-0.510087,-0.510087,
5.14E-08,-0.507452,-0.507452,
5.14E-08,-0.50501,-0.50501,
5.15E-08,-0.50354,-0.50354,
5.15E-08,-0.503346,-0.503346,
5.15E-08,-0.50415,-0.50415,
5.15E-08,-0.505288,-0.505288,
5.16E-08,-0.505981,-0.505981,
5.16E-08,-0.505898,-0.505898,
5.16E-08,-0.505399,-0.505399,
5.16E-08,-0.505232,-0.505232,
5.17E-08,-0.50612,-0.50612,
5.17E-08,-0.50834,-0.50834,
5.17E-08,-0.511475,-0.511475,
5.17E-08,-0.514443,-0.514443,
5.18E-08,-0.515858,-0.515858,
5.18E-08,-0.514804,-0.514804,
5.18E-08,-0.511086,-0.511086,
5.18E-08,-0.505399,-0.505399,
5.19E-08,-0.499184,-0.499184,
5.19E-08,-0.494024,-0.494024,
5.19E-08,-0.491222,-0.491222,
5.19E-08,-0.491222,-0.491222,
5.20E-08,-0.493608,-0.493608,
5.20E-08,-0.497326,-0.497326,
5.20E-08,-0.501154,-0.501154,
5.20E-08,-0.504039,-0.504039,
5.21E-08,-0.505316,-0.505316,
5.21E-08,-0.505094,-0.505094,
5.21E-08,-0.50379,-0.50379,
5.21E-08,-0.502097,-0.502097,
5.22E-08,-0.500627,-0.500627,
5.22E-08,-0.499767,-0.499767,
5.22E-08,-0.499434,-0.499434,
5.22E-08,-0.499406,-0.499406,
5.23E-08,-0.499212,-0.499212,
5.23E-08,-0.498602,-0.498602,
5.23E-08,-0.49752,-0.49752,
5.23E-08,-0.496216,-0.496216,
5.24E-08,-0.495134,-0.495134,
5.24E-08,-0.494718,-0.494718,
5.24E-08,-0.495273,-0.495273,
5.24E-08,-0.496826,-0.496826,
5.25E-08,-0.499018,-0.499018,
5.25E-08,-0.501432,-0.501432,
5.25E-08,-0.503457,-0.503457,
5.25E-08,-0.504539,-0.504539,
5.26E-08,-0.504345,-0.504345,
5.26E-08,-0.502819,-0.502819,
5.26E-08,-0.5001,-0.5001,
5.26E-08,-0.496632,-0.496632,
5.27E-08,-0.492942,-0.492942,
5.27E-08,-0.489502,-0.489502,
5.27E-08,-0.486755,-0.486755,
5.27E-08,-0.484897,-0.484897,
5.28E-08,-0.484037,-0.484037,
5.28E-08,-0.484148,-0.484148,
5.28E-08,-0.485229,-0.485229,
5.28E-08,-0.487393,-0.487393,
5.29E-08,-0.490612,-0.490612,
5.29E-08,-0.494718,-0.494718,
5.29E-08,-0.499184,-0.499184,
5.29E-08,-0.503179,-0.503179,
5.30E-08,-0.505538,-0.505538,
5.30E-08,-0.505343,-0.505343,
5.30E-08,-0.502208,-0.502208,
5.30E-08,-0.496715,-0.496715,
5.31E-08,-0.490307,-0.490307,
5.31E-08,-0.48473,-0.48473,
5.31E-08,-0.481429,-0.481429,
5.31E-08,-0.481068,-0.481068,
5.32E-08,-0.483204,-0.483204,
5.32E-08,-0.486589,-0.486589,
5.32E-08,-0.489696,-0.489696,
5.32E-08,-0.491361,-0.491361,
5.33E-08,-0.491028,-0.491028,
5.33E-08,-0.489086,-0.489086,
5.33E-08,-0.486173,-0.486173,
5.33E-08,-0.482955,-0.482955,
5.34E-08,-0.479792,-0.479792,
5.34E-08,-0.476934,-0.476934,
5.34E-08,-0.47441,-0.47441,
5.34E-08,-0.472606,-0.472606,
5.35E-08,-0.472079,-0.472079,
5.35E-08,-0.4733,-0.4733,
5.35E-08,-0.476379,-0.476379,
5.35E-08,-0.480846,-0.480846,
5.36E-08,-0.485618,-0.485618,
5.36E-08,-0.489335,-0.489335,
5.36E-08,-0.490945,-0.490945,
5.36E-08,-0.490001,-0.490001,
5.37E-08,-0.486728,-0.486728,
5.37E-08,-0.482039,-0.482039,
5.37E-08,-0.477073,-0.477073,
5.37E-08,-0.472856,-0.472856,
5.38E-08,-0.470137,-0.470137,
5.38E-08,-0.469222,-0.469222,
5.38E-08,-0.469943,-0.469943,
5.38E-08,-0.471719,-0.471719,
5.39E-08,-0.473633,-0.473633,
5.39E-08,-0.474715,-0.474715,
5.39E-08,-0.474437,-0.474437,
5.39E-08,-0.47269,-0.47269,
5.40E-08,-0.470082,-0.470082,
5.40E-08,-0.467668,-0.467668,
5.40E-08,-0.466503,-0.466503,
5.40E-08,-0.467252,-0.467252,
5.41E-08,-0.46986,-0.46986,
5.41E-08,-0.47355,-0.47355,
5.41E-08,-0.477128,-0.477128,
5.41E-08,-0.479376,-0.479376,
5.42E-08,-0.479681,-0.479681,
5.42E-08,-0.477933,-0.477933,
5.42E-08,-0.474743,-0.474743,
5.42E-08,-0.470914,-0.470914,
5.43E-08,-0.467557,-0.467557,
5.43E-08,-0.46531,-0.46531,
5.43E-08,-0.464589,-0.464589,
5.43E-08,-0.465393,-0.465393,
5.44E-08,-0.467363,-0.467363,
5.44E-08,-0.469971,-0.469971,
5.44E-08,-0.472662,-0.472662,
5.44E-08,-0.474992,-0.474992,
5.45E-08,-0.476629,-0.476629,
5.45E-08,-0.477572,-0.477572,
5.45E-08,-0.478044,-0.478044,
5.45E-08,-0.478349,-0.478349,
5.46E-08,-0.478738,-0.478738,
5.46E-08,-0.479431,-0.479431,
5.46E-08,-0.480319,-0.480319,
5.46E-08,-0.481401,-0.481401,
5.47E-08,-0.482483,-0.482483,
5.47E-08,-0.483648,-0.483648,
5.47E-08,-0.485174,-0.485174,
5.47E-08,-0.48731,-0.48731,
5.48E-08,-0.49039,-0.49039,
5.48E-08,-0.494357,-0.494357,
5.48E-08,-0.498851,-0.498851,
5.48E-08,-0.503235,-0.503235,
5.49E-08,-0.506786,-0.506786,
5.49E-08,-0.509089,-0.509089,
5.49E-08,-0.509949,-0.509949,
5.49E-08,-0.509588,-0.509588,
5.50E-08,-0.508367,-0.508367,
5.50E-08,-0.50662,-0.50662,
5.50E-08,-0.504511,-0.504511,
5.50E-08,-0.502208,-0.502208,
5.51E-08,-0.500155,-0.500155,
5.51E-08,-0.498907,-0.498907,
5.51E-08,-0.49899,-0.49899,
5.51E-08,-0.50071,-0.50071,
5.52E-08,-0.503706,-0.503706,
5.52E-08,-0.50698,-0.50698,
5.52E-08,-0.509366,-0.509366,
5.52E-08,-0.509976,-0.509976,
5.53E-08,-0.508784,-0.508784,
5.53E-08,-0.506259,-0.506259,
5.53E-08,-0.50329,-0.50329,
5.53E-08,-0.500627,-0.500627,
5.54E-08,-0.498713,-0.498713,
5.54E-08,-0.497381,-0.497381,
5.54E-08,-0.496299,-0.496299,
5.54E-08,-0.495273,-0.495273,
5.55E-08,-0.494357,-0.494357,
5.55E-08,-0.494024,-0.494024,
5.55E-08,-0.494551,-0.494551,
5.55E-08,-0.496049,-0.496049,
5.56E-08,-0.498075,-0.498075,
5.56E-08,-0.49985,-0.49985,
5.56E-08,-0.500516,-0.500516,
5.56E-08,-0.499406,-0.499406,
5.57E-08,-0.496493,-0.496493,
5.57E-08,-0.492443,-0.492443,
5.57E-08,-0.488392,-0.488392,
5.57E-08,-0.485285,-0.485285,
5.58E-08,-0.483565,-0.483565,
5.58E-08,-0.48301,-0.48301,
5.58E-08,-0.482871,-0.482871,
5.58E-08,-0.482427,-0.482427,
5.59E-08,-0.481262,-0.481262,
5.59E-08,-0.479542,-0.479542,
5.59E-08,-0.477933,-0.477933,
5.59E-08,-0.477323,-0.477323,
5.60E-08,-0.478238,-0.478238,
5.60E-08,-0.480707,-0.480707,
5.60E-08,-0.484064,-0.484064,
5.60E-08,-0.487144,-0.487144,
5.61E-08,-0.488864,-0.488864,
5.61E-08,-0.488503,-0.488503,
5.61E-08,-0.485923,-0.485923,
5.61E-08,-0.481567,-0.481567,
5.62E-08,-0.476324,-0.476324,
5.62E-08,-0.471191,-0.471191,
5.62E-08,-0.467058,-0.467058,
5.62E-08,-0.464505,-0.464505,
5.63E-08,-0.463701,-0.463701,
5.63E-08,-0.464561,-0.464561,
5.63E-08,-0.466642,-0.466642,
5.63E-08,-0.469249,-0.469249,
5.64E-08,-0.471608,-0.471608,
5.64E-08,-0.473189,-0.473189,
5.64E-08,-0.473716,-0.473716,
5.64E-08,-0.473383,-0.473383,
5.65E-08,-0.472662,-0.472662,
5.65E-08,-0.472273,-0.472273,
5.65E-08,-0.472884,-0.472884,
5.65E-08,-0.474604,-0.474604,
5.66E-08,-0.477156,-0.477156,
5.66E-08,-0.479903,-0.479903,
5.66E-08,-0.481984,-0.481984,
5.66E-08,-0.482733,-0.482733,
5.67E-08,-0.481984,-0.481984,
5.67E-08,-0.48018,-0.48018,
5.67E-08,-0.478238,-0.478238,
5.67E-08,-0.477156,-0.477156,
5.68E-08,-0.477489,-0.477489,
5.68E-08,-0.479292,-0.479292,
5.68E-08,-0.481845,-0.481845,
5.68E-08,-0.484286,-0.484286,
5.69E-08,-0.48559,-0.48559,
5.69E-08,-0.485229,-0.485229,
5.69E-08,-0.483343,-0.483343,
5.69E-08,-0.48068,-0.48068,
5.70E-08,-0.478266,-0.478266,
5.70E-08,-0.476851,-0.476851,
5.70E-08,-0.476629,-0.476629,
5.70E-08,-0.477073,-0.477073,
5.71E-08,-0.477323,-0.477323,
5.71E-08,-0.47649,-0.47649,
5.71E-08,-0.474382,-0.474382,
5.71E-08,-0.471524,-0.471524,
5.72E-08,-0.469027,-0.469027,
5.72E-08,-0.468029,-0.468029,
5.72E-08,-0.469138,-0.469138,
5.72E-08,-0.472218,-0.472218,
5.73E-08,-0.476268,-0.476268,
5.73E-08,-0.479958,-0.479958,
5.73E-08,-0.482039,-0.482039,
5.73E-08,-0.481706,-0.481706,
5.74E-08,-0.478821,-0.478821,
5.74E-08,-0.473938,-0.473938,
5.74E-08,-0.467918,-0.467918,
5.74E-08,-0.461953,-0.461953,
5.75E-08,-0.457098,-0.457098,
5.75E-08,-0.454268,-0.454268,
5.75E-08,-0.453713,-0.453713,
5.75E-08,-0.455405,-0.455405,
5.76E-08,-0.458624,-0.458624,
5.76E-08,-0.462369,-0.462369,
5.76E-08,-0.46556,-0.46556,
5.76E-08,-0.467418,-0.467418,
5.77E-08,-0.467585,-0.467585,
5.77E-08,-0.466309,-0.466309,
5.77E-08,-0.4642,-0.4642,
5.77E-08,-0.462036,-0.462036,
5.78E-08,-0.460621,-0.460621,
5.78E-08,-0.460483,-0.460483,
5.78E-08,-0.461814,-0.461814,
5.78E-08,-0.464394,-0.464394,
5.79E-08,-0.467696,-0.467696,
5.79E-08,-0.470997,-0.470997,
5.79E-08,-0.47355,-0.47355,
